timestamp,road_id,road_name,ward,current_speed_kmh,baseline_speed_kmh,congestion_index,estimated_delay_mins,water_accumulation_depth_cm,traffic_disruption_status
2024-07-06 13:00:00,RD_WEH_05,Western Express Highway (Borivali to Dahisar Toll Naka),R/N,48.9,55.0,0.11,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_SVR_01,Swami Vivekanand (SV) Road (Bandra Lucky Jn to Khar),H/W,30.6,35.0,0.13,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_SVR_02,SV Road (Santacruz Milan Subway Approach),H/W,32.7,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_SVR_03,SV Road (Vile Parle to Andheri Station West),K/W,32.6,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_SVR_04,SV Road (Andheri Subway Section to Jogeshwari),K/W,31.0,35.0,0.11,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_SVR_05,SV Road (Goregaon to Malad Subway Jn),P/N,33.1,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_SVR_06,SV Road (Kandivali to Borivali Station West),R/C,29.5,35.0,0.16,1,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_LNK_01,New Link Road (Bandra West to Khar Danda),H/W,32.8,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_LNK_02,New Link Road (Juhu Circle to Andheri Infinity Mall),K/W,30.0,35.0,0.14,1,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_LNK_03,New Link Road (Oshiwara to Goregaon West / Bangur Nagar),P/S,33.3,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_LNK_04,New Link Road (Malad Inorbit to Mith Chowki),P/N,32.5,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_LNK_05,New Link Road (Kandivali to Dahisar Link Road Extension),R/N,30.5,35.0,0.13,1,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_EEH_01,Eastern Express Highway (Sion Circle to Priyadarshini Park),F/N,47.5,55.0,0.14,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_EEH_02,Eastern Express Highway (Kurla Amar Mahal to Ghatkopar),L,48.8,55.0,0.11,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_EEH_03,Eastern Express Highway (Ghatkopar to Vikhroli / Godrej),N,48.0,55.0,0.13,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_EEH_04,Eastern Express Highway (Vikhroli to Bhandup / Mulund Toll),T,50.2,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_LBS_01,Lal Bahadur Shastri (LBS) Marg (Sion to Kurla Kamani),L,30.7,35.0,0.12,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_LBS_02,LBS Marg (Kurla to Ghatkopar Gandhi Nagar),N,33.2,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_LBS_03,LBS Marg (Ghatkopar to Vikhroli / Kanjurmarg),S,32.9,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_LBS_04,LBS Marg (Bhandup to Mulund Check Naka),T,29.5,35.0,0.16,1,0.0,Free Flow / Moderate
2024-07-06 13:00:00,RD_JVL_01,Jogeshwari-Vikhroli Link Road (JVLR - WEH to Powai),K/E,31.5,35.0,0.1,1,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_WEH_01,Western Express Highway (Bandra to Santacruz),H/E,48.9,55.0,0.11,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_WEH_02,Western Express Highway (Santacruz to Andheri Flyover),K/E,48.4,55.0,0.12,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_WEH_03,Western Express Highway (Andheri to Goregaon Hub),P/S,48.2,55.0,0.12,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_WEH_04,Western Express Highway (Goregaon to Borivali National Park),R/C,47.9,55.0,0.13,1,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_WEH_05,Western Express Highway (Borivali to Dahisar Toll Naka),R/N,50.1,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_SVR_01,Swami Vivekanand (SV) Road (Bandra Lucky Jn to Khar),H/W,31.4,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_SVR_02,SV Road (Santacruz Milan Subway Approach),H/W,29.5,35.0,0.16,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_SVR_03,SV Road (Vile Parle to Andheri Station West),K/W,30.2,35.0,0.14,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_SVR_04,SV Road (Andheri Subway Section to Jogeshwari),K/W,32.1,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_SVR_05,SV Road (Goregaon to Malad Subway Jn),P/N,31.4,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_SVR_06,SV Road (Kandivali to Borivali Station West),R/C,32.0,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_LNK_01,New Link Road (Bandra West to Khar Danda),H/W,30.7,35.0,0.12,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_LNK_02,New Link Road (Juhu Circle to Andheri Infinity Mall),K/W,31.9,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_LNK_03,New Link Road (Oshiwara to Goregaon West / Bangur Nagar),P/S,33.2,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_LNK_04,New Link Road (Malad Inorbit to Mith Chowki),P/N,31.6,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_LNK_05,New Link Road (Kandivali to Dahisar Link Road Extension),R/N,32.9,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_EEH_01,Eastern Express Highway (Sion Circle to Priyadarshini Park),F/N,48.9,55.0,0.11,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_EEH_02,Eastern Express Highway (Kurla Amar Mahal to Ghatkopar),L,50.0,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_EEH_03,Eastern Express Highway (Ghatkopar to Vikhroli / Godrej),N,48.1,55.0,0.13,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_EEH_04,Eastern Express Highway (Vikhroli to Bhandup / Mulund Toll),T,47.6,55.0,0.13,1,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_LBS_01,Lal Bahadur Shastri (LBS) Marg (Sion to Kurla Kamani),L,33.0,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_LBS_02,LBS Marg (Kurla to Ghatkopar Gandhi Nagar),N,30.5,35.0,0.13,1,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_LBS_03,LBS Marg (Ghatkopar to Vikhroli / Kanjurmarg),S,33.2,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_LBS_04,LBS Marg (Bhandup to Mulund Check Naka),T,30.8,35.0,0.12,1,0.0,Free Flow / Moderate
2024-07-06 14:00:00,RD_JVL_01,Jogeshwari-Vikhroli Link Road (JVLR - WEH to Powai),K/E,30.3,35.0,0.13,1,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_WEH_01,Western Express Highway (Bandra to Santacruz),H/E,50.1,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_WEH_02,Western Express Highway (Santacruz to Andheri Flyover),K/E,50.4,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_WEH_03,Western Express Highway (Andheri to Goregaon Hub),P/S,49.6,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_WEH_04,Western Express Highway (Goregaon to Borivali National Park),R/C,51.1,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_WEH_05,Western Express Highway (Borivali to Dahisar Toll Naka),R/N,51.1,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_SVR_01,Swami Vivekanand (SV) Road (Bandra Lucky Jn to Khar),H/W,30.8,35.0,0.12,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_SVR_02,SV Road (Santacruz Milan Subway Approach),H/W,32.6,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_SVR_03,SV Road (Vile Parle to Andheri Station West),K/W,31.7,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_SVR_04,SV Road (Andheri Subway Section to Jogeshwari),K/W,32.3,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_SVR_05,SV Road (Goregaon to Malad Subway Jn),P/N,29.8,35.0,0.15,1,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_SVR_06,SV Road (Kandivali to Borivali Station West),R/C,33.0,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_LNK_01,New Link Road (Bandra West to Khar Danda),H/W,30.3,35.0,0.13,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_LNK_02,New Link Road (Juhu Circle to Andheri Infinity Mall),K/W,30.4,35.0,0.13,1,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_LNK_03,New Link Road (Oshiwara to Goregaon West / Bangur Nagar),P/S,32.4,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_LNK_04,New Link Road (Malad Inorbit to Mith Chowki),P/N,31.1,35.0,0.11,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_LNK_05,New Link Road (Kandivali to Dahisar Link Road Extension),R/N,33.1,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_EEH_01,Eastern Express Highway (Sion Circle to Priyadarshini Park),F/N,49.7,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_EEH_02,Eastern Express Highway (Kurla Amar Mahal to Ghatkopar),L,50.5,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_EEH_03,Eastern Express Highway (Ghatkopar to Vikhroli / Godrej),N,49.1,55.0,0.11,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_EEH_04,Eastern Express Highway (Vikhroli to Bhandup / Mulund Toll),T,48.3,55.0,0.12,1,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_LBS_01,Lal Bahadur Shastri (LBS) Marg (Sion to Kurla Kamani),L,29.9,35.0,0.15,1,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_LBS_02,LBS Marg (Kurla to Ghatkopar Gandhi Nagar),N,30.4,35.0,0.13,1,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_LBS_03,LBS Marg (Ghatkopar to Vikhroli / Kanjurmarg),S,32.2,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_LBS_04,LBS Marg (Bhandup to Mulund Check Naka),T,31.5,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 15:00:00,RD_JVL_01,Jogeshwari-Vikhroli Link Road (JVLR - WEH to Powai),K/E,31.8,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_WEH_01,Western Express Highway (Bandra to Santacruz),H/E,48.7,55.0,0.11,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_WEH_02,Western Express Highway (Santacruz to Andheri Flyover),K/E,49.0,55.0,0.11,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_WEH_03,Western Express Highway (Andheri to Goregaon Hub),P/S,51.3,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_WEH_04,Western Express Highway (Goregaon to Borivali National Park),R/C,49.6,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_WEH_05,Western Express Highway (Borivali to Dahisar Toll Naka),R/N,50.0,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_SVR_01,Swami Vivekanand (SV) Road (Bandra Lucky Jn to Khar),H/W,31.1,35.0,0.11,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_SVR_02,SV Road (Santacruz Milan Subway Approach),H/W,30.7,35.0,0.12,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_SVR_03,SV Road (Vile Parle to Andheri Station West),K/W,31.9,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_SVR_04,SV Road (Andheri Subway Section to Jogeshwari),K/W,31.5,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_SVR_05,SV Road (Goregaon to Malad Subway Jn),P/N,30.8,35.0,0.12,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_SVR_06,SV Road (Kandivali to Borivali Station West),R/C,31.0,35.0,0.11,1,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_LNK_01,New Link Road (Bandra West to Khar Danda),H/W,32.2,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_LNK_02,New Link Road (Juhu Circle to Andheri Infinity Mall),K/W,32.0,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_LNK_03,New Link Road (Oshiwara to Goregaon West / Bangur Nagar),P/S,30.9,35.0,0.12,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_LNK_04,New Link Road (Malad Inorbit to Mith Chowki),P/N,30.3,35.0,0.13,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_LNK_05,New Link Road (Kandivali to Dahisar Link Road Extension),R/N,30.7,35.0,0.12,1,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_EEH_01,Eastern Express Highway (Sion Circle to Priyadarshini Park),F/N,50.4,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_EEH_02,Eastern Express Highway (Kurla Amar Mahal to Ghatkopar),L,48.6,55.0,0.12,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_EEH_03,Eastern Express Highway (Ghatkopar to Vikhroli / Godrej),N,49.5,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_EEH_04,Eastern Express Highway (Vikhroli to Bhandup / Mulund Toll),T,50.5,55.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_LBS_01,Lal Bahadur Shastri (LBS) Marg (Sion to Kurla Kamani),L,32.6,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_LBS_02,LBS Marg (Kurla to Ghatkopar Gandhi Nagar),N,32.4,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_LBS_03,LBS Marg (Ghatkopar to Vikhroli / Kanjurmarg),S,29.5,35.0,0.16,1,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_LBS_04,LBS Marg (Bhandup to Mulund Check Naka),T,32.6,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 16:00:00,RD_JVL_01,Jogeshwari-Vikhroli Link Road (JVLR - WEH to Powai),K/E,31.9,35.0,0.1,0,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_WEH_01,Western Express Highway (Bandra to Santacruz),H/E,30.0,55.0,0.45,4,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_WEH_02,Western Express Highway (Santacruz to Andheri Flyover),K/E,31.0,55.0,0.44,4,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_WEH_03,Western Express Highway (Andheri to Goregaon Hub),P/S,31.3,55.0,0.43,3,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_WEH_04,Western Express Highway (Goregaon to Borivali National Park),R/C,29.2,55.0,0.47,6,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_WEH_05,Western Express Highway (Borivali to Dahisar Toll Naka),R/N,30.8,55.0,0.44,3,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_SVR_01,Swami Vivekanand (SV) Road (Bandra Lucky Jn to Khar),H/W,20.4,35.0,0.42,3,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_SVR_02,SV Road (Santacruz Milan Subway Approach),H/W,18.7,35.0,0.47,3,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_SVR_03,SV Road (Vile Parle to Andheri Station West),K/W,19.2,35.0,0.45,4,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_SVR_04,SV Road (Andheri Subway Section to Jogeshwari),K/W,18.0,35.0,0.49,4,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_SVR_05,SV Road (Goregaon to Malad Subway Jn),P/N,20.9,35.0,0.4,4,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_SVR_06,SV Road (Kandivali to Borivali Station West),R/C,19.2,35.0,0.45,6,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_LNK_01,New Link Road (Bandra West to Khar Danda),H/W,19.9,35.0,0.43,3,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_LNK_02,New Link Road (Juhu Circle to Andheri Infinity Mall),K/W,20.6,35.0,0.41,4,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_LNK_03,New Link Road (Oshiwara to Goregaon West / Bangur Nagar),P/S,21.1,35.0,0.4,4,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_LNK_04,New Link Road (Malad Inorbit to Mith Chowki),P/N,18.4,35.0,0.47,4,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_LNK_05,New Link Road (Kandivali to Dahisar Link Road Extension),R/N,20.8,35.0,0.41,6,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_EEH_01,Eastern Express Highway (Sion Circle to Priyadarshini Park),F/N,30.5,55.0,0.45,3,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_EEH_02,Eastern Express Highway (Kurla Amar Mahal to Ghatkopar),L,31.7,55.0,0.42,3,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_EEH_03,Eastern Express Highway (Ghatkopar to Vikhroli / Godrej),N,29.0,55.0,0.47,4,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_EEH_04,Eastern Express Highway (Vikhroli to Bhandup / Mulund Toll),T,29.2,55.0,0.47,6,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_LBS_01,Lal Bahadur Shastri (LBS) Marg (Sion to Kurla Kamani),L,20.4,35.0,0.42,4,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_LBS_02,LBS Marg (Kurla to Ghatkopar Gandhi Nagar),N,18.9,35.0,0.46,5,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_LBS_03,LBS Marg (Ghatkopar to Vikhroli / Kanjurmarg),S,20.5,35.0,0.41,5,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_LBS_04,LBS Marg (Bhandup to Mulund Check Naka),T,21.0,35.0,0.4,5,0.0,Free Flow / Moderate
2024-07-06 17:00:00,RD_JVL_01,Jogeshwari-Vikhroli Link Road (JVLR - WEH to Powai),K/E,17.4,35.0,0.5,9,0.0,Congested
2024-07-06 18:00:00,RD_WEH_01,Western Express Highway (Bandra to Santacruz),H/E,31.6,55.0,0.43,3,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_WEH_02,Western Express Highway (Santacruz to Andheri Flyover),K/E,30.4,55.0,0.45,4,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_WEH_03,Western Express Highway (Andheri to Goregaon Hub),P/S,29.8,55.0,0.46,4,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_WEH_04,Western Express Highway (Goregaon to Borivali National Park),R/C,28.3,55.0,0.49,6,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_WEH_05,Western Express Highway (Borivali to Dahisar Toll Naka),R/N,32.0,55.0,0.42,3,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_SVR_01,Swami Vivekanand (SV) Road (Bandra Lucky Jn to Khar),H/W,18.3,35.0,0.48,5,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_SVR_02,SV Road (Santacruz Milan Subway Approach),H/W,20.8,35.0,0.41,2,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_SVR_03,SV Road (Vile Parle to Andheri Station West),K/W,20.8,35.0,0.41,4,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_SVR_04,SV Road (Andheri Subway Section to Jogeshwari),K/W,18.9,35.0,0.46,4,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_SVR_05,SV Road (Goregaon to Malad Subway Jn),P/N,17.8,35.0,0.49,6,0.0,Congested
2024-07-06 18:00:00,RD_SVR_06,SV Road (Kandivali to Borivali Station West),R/C,19.8,35.0,0.43,6,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_LNK_01,New Link Road (Bandra West to Khar Danda),H/W,20.7,35.0,0.41,3,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_LNK_02,New Link Road (Juhu Circle to Andheri Infinity Mall),K/W,20.3,35.0,0.42,5,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_LNK_03,New Link Road (Oshiwara to Goregaon West / Bangur Nagar),P/S,19.7,35.0,0.44,4,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_LNK_04,New Link Road (Malad Inorbit to Mith Chowki),P/N,19.4,35.0,0.45,4,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_LNK_05,New Link Road (Kandivali to Dahisar Link Road Extension),R/N,19.1,35.0,0.45,8,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_EEH_01,Eastern Express Highway (Sion Circle to Priyadarshini Park),F/N,29.5,55.0,0.46,3,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_EEH_02,Eastern Express Highway (Kurla Amar Mahal to Ghatkopar),L,29.9,55.0,0.46,4,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_EEH_03,Eastern Express Highway (Ghatkopar to Vikhroli / Godrej),N,30.3,55.0,0.45,3,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_EEH_04,Eastern Express Highway (Vikhroli to Bhandup / Mulund Toll),T,29.9,55.0,0.46,6,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_LBS_01,Lal Bahadur Shastri (LBS) Marg (Sion to Kurla Kamani),L,18.0,35.0,0.49,6,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_LBS_02,LBS Marg (Kurla to Ghatkopar Gandhi Nagar),N,21.0,35.0,0.4,4,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_LBS_03,LBS Marg (Ghatkopar to Vikhroli / Kanjurmarg),S,19.1,35.0,0.45,6,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_LBS_04,LBS Marg (Bhandup to Mulund Check Naka),T,20.5,35.0,0.41,5,0.0,Free Flow / Moderate
2024-07-06 18:00:00,RD_JVL_01,Jogeshwari-Vikhroli Link Road (JVLR - WEH to Powai),K/E,20.8,35.0,0.41,6,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_WEH_01,Western Express Highway (Bandra to Santacruz),H/E,30.3,55.0,0.45,4,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_WEH_02,Western Express Highway (Santacruz to Andheri Flyover),K/E,31.1,55.0,0.43,4,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_WEH_03,Western Express Highway (Andheri to Goregaon Hub),P/S,32.0,55.0,0.42,3,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_WEH_04,Western Express Highway (Goregaon to Borivali National Park),R/C,29.7,55.0,0.46,6,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_WEH_05,Western Express Highway (Borivali to Dahisar Toll Naka),R/N,31.9,55.0,0.42,3,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_SVR_01,Swami Vivekanand (SV) Road (Bandra Lucky Jn to Khar),H/W,20.6,35.0,0.41,3,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_SVR_02,SV Road (Santacruz Milan Subway Approach),H/W,20.1,35.0,0.43,2,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_SVR_03,SV Road (Vile Parle to Andheri Station West),K/W,17.7,35.0,0.49,5,0.0,Congested
2024-07-06 19:00:00,RD_SVR_04,SV Road (Andheri Subway Section to Jogeshwari),K/W,18.3,35.0,0.48,4,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_SVR_05,SV Road (Goregaon to Malad Subway Jn),P/N,20.6,35.0,0.41,5,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_SVR_06,SV Road (Kandivali to Borivali Station West),R/C,19.1,35.0,0.45,6,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_LNK_01,New Link Road (Bandra West to Khar Danda),H/W,17.5,35.0,0.5,4,0.0,Congested
2024-07-06 19:00:00,RD_LNK_02,New Link Road (Juhu Circle to Andheri Infinity Mall),K/W,19.3,35.0,0.45,5,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_LNK_03,New Link Road (Oshiwara to Goregaon West / Bangur Nagar),P/S,19.8,35.0,0.43,4,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_LNK_04,New Link Road (Malad Inorbit to Mith Chowki),P/N,18.1,35.0,0.48,5,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_LNK_05,New Link Road (Kandivali to Dahisar Link Road Extension),R/N,18.4,35.0,0.47,8,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_EEH_01,Eastern Express Highway (Sion Circle to Priyadarshini Park),F/N,31.3,55.0,0.43,3,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_EEH_02,Eastern Express Highway (Kurla Amar Mahal to Ghatkopar),L,28.4,55.0,0.48,4,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_EEH_03,Eastern Express Highway (Ghatkopar to Vikhroli / Godrej),N,30.5,55.0,0.45,3,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_EEH_04,Eastern Express Highway (Vikhroli to Bhandup / Mulund Toll),T,31.7,55.0,0.42,5,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_LBS_01,Lal Bahadur Shastri (LBS) Marg (Sion to Kurla Kamani),L,19.6,35.0,0.44,5,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_LBS_02,LBS Marg (Kurla to Ghatkopar Gandhi Nagar),N,20.7,35.0,0.41,4,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_LBS_03,LBS Marg (Ghatkopar to Vikhroli / Kanjurmarg),S,19.2,35.0,0.45,6,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_LBS_04,LBS Marg (Bhandup to Mulund Check Naka),T,18.1,35.0,0.48,7,0.0,Free Flow / Moderate
2024-07-06 19:00:00,RD_JVL_01,Jogeshwari-Vikhroli Link Road (JVLR - WEH to Powai),K/E,19.9,35.0,0.43,7,0.0,Free Flow / Moderate
2024-07-06 20:00:00,RD_WEH_01,Western Express Highway (Bandra to Santacruz),H/E,30.6,55.0,0.44,3,0.0,Free Flow / Moderate
2024-07-06 20:00:00,RD_WEH_02,Western Express Highway (Santacruz to Andheri Flyover),K/E,32.1,55.0,0.42,4,0.0,Free Flow / Moderate
2024-07-06 20:00:00,RD_WEH_03,Western Express Highway (Andheri to Goregaon Hub),P/S,31.5,55.0,0.43,3,0.0,Free Flow / Moderate
